"Plan_name","fund_family","fund_class","fund_type","investment_plan","minimum_investment","last_divident","bonus","entry_load","exit_load","benchmark","launch_date","performance_returns_1_mth","performance_r16urns_3_mth","performance_returns_6_mth","performance_returns_1_year","performance_returns_2_year","performance_returns_3_year","performance_returns_5_year","performance_r15k_1_mth","performance_rank_3_mth","performance_rank_6_mth","performance_rank_1_year","performance_rank_2_year","performance_rank_3_year","performance_r14k_5_year","performance_absolute_returns_2017_Qtr1","performance_absolute_returns_2016_Qtr1","performance_absolute_returns_2015_Qtr1","performance_absolute_returns_2014_Qtr1","performance_absolute_returns_2013_Qtr1","performance_a13olute_returns_2017_Qtr2","performance_absolute_returns_2016_Qtr2","performance_absolute_returns_2015_Qtr2","performance_absolute_returns_2014_Qtr2","performance_absolute_returns_2013_Qtr2","performance_absolute_returns_2017_Qtr3","performance_a12olute_returns_2016_Qtr3","performance_absolute_returns_2015_Qtr3","performance_absolute_returns_2014_Qtr3","performance_absolute_returns_2013_Qtr3","performance_absolute_returns_2017_Qtr4","performance_absolute_returns_2016_Qtr4","performance_ab11lute_returns_2015_Qtr4","performance_absolute_returns_2014_Qtr4","performance_absolute_returns_2013_Qtr4","performance_absolute_returns_2017_annual","performance_absolute_returns_2016_annual","performance_absolute_returns_2015_annual","performance_ab10lute_returns_2014_annual","performance_absolute_returns_2013_annual","nav_52_week_high","nav_52_week_low","portfolio_equity_1","portfolio_equity_2","portfolio_equity_3","portfolio_equity_4","portfolio_equity_5","portfolio_equity_6","portfolio_equity_7","portfolio_equity_8","portfolio_equity_9","portfolio_equity_10","portfolio_sector_1","portfolio_sector_2","portfolio_sector_3","portfolio_sector_4","portfolio_sector_5","portfolio_sector_6","portfolio_sector_7","portfolio_sector_8","portfolio_sector_9","portfolio_sector_10","portfolio_value_1","portfolio_value_2","portfolio_value_3","portfolio_value_4","portfolio_value_5","portfolio_value_6","portfolio_value_7","portfolio_value_8","portfolio_value_9","portfolio_value_10","portfolio_asset_1","portfolio_asset_2","portfolio_asset_3","portfolio_asset_4","portfolio_asset_5","portfolio_asset_6","portfolio_asset_7","portfolio_asset_8","portfolio_asset_9","portfolio_asset_10","portfolio_asset_allocation_eqity","portfolio_asset_allocation_others","portfolio_asset_allocation_debt","portfolio_asset_allocation_mutual_funds","portfolio_asset_allocation_money_market","portfolio_asset_allocation_cash_call","portfolio_conc1tration_holding_top5","portfolio_concentration_holding_top10","portfolio_concentration_sector_top3","portfolio_sector_right_bottom_1","portfolio_sector_right_bottom_2","portfolio_sector_right_bottom_3","portfolio_sector_right_bottom_4","portfolio_sector_right_bottom_5","portfolio_sector_right_bottom_6","portfolio_sector_percentage_right_bottom_1","portfolio_sector_percentage_right_bottom_2","portfolio_sector_percentage_right_bottom_3","portfolio_sector_percentage_right_bottom_4","portfolio_sector_percentage_right_bottom_5","portfolio_sector_percentage_right_bottom_6","portfolio_sector_high_right_bottom_1","portfolio_sector_high_right_bottom_2","portfolio_sector_high_right_bottom_3","portfolio_sector_high_right_bottom_4","portfolio_sector_high_right_bottom_5","portfolio_sector_high_right_bottom_6","portfolio_sector_low_right_bottom_1","portfolio_sector_low_right_bottom_2","portfolio_sector_low_right_bottom_3","portfolio_sector_low_right_bottom_4","portfolio_sector_low_right_bottom_5","portfolio_sector_low_right_bottom_6","asset_size_1date","asset_size_1value","asset_size_2date","asset_size_2value","asset_size_3date","asset_size_3value","asset_size_4date","asset_size_4value","asset_size_5date","asset_size_5value","asset_size_6date","asset_size_6value","asset_size_7date","asset_size_7value","asset_size_8date","asset_size_8value","asset_size_9date","asset_size_9value","asset_size_10date","asset_size_10value","asset_size_11date","asset_size_11value","asset_size_12date","asset_size_12value","asset_size_13date","asset_size_13value","asset_size_14date","asset_size_14value","asset_size_15date","asset_size_15value","asset_size_16date","asset_size_16value","asset_size_17date","asset_size_17value","asset_size_18date","asset_size_18value","asset_size_19date","asset_size_19value","asset_size_20date","asset_size_20value","asset_size1","asset_date","riskometer"
"Sundaram Monthly Income Plan - Aggressive Plan - Direct Plan (G) ","Sundaram Mutual Fund","MIP Aggressive","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","N.A.","","Jan 01, 2013","0.6","2.0","4.3","10.5","12.6","9.9","10.4","20","28","25","28","27","28","16","2.3","-0.5","3.3","2.9","-3.1","3.1","3.7","0.9","8.2","1.5","2.3","5.4","1.5","3.8","-5.3","4.2","0.1","2.2","5.2","5.2","12.6","10.4","8.7","22.5","-0.8","19.88 (Jan 15, 18)","17.75 (Mar 10, 17)","HDFC Bank Ltd - 8.85% - 12/05/2022","Dewan Housing Finance Corporation Ltd - 9.25% - 09/09/2023","TMF Holdings Ltd - 24/01/2020","Power Grid Corporation of India Ltd - 9.3% - 04/09/2024","Rural Electrification Corporation Ltd - 9.75% - 11/11/2021","Tata Sons Ltd - 9.3% - 19/06/2024","Bank of India - 11.5% - 22/06/2021","Dewan Housing Finance Corporation Ltd - 11.45% - 12/09/2019","Cholamandalam Investment and Finance Company Ltd - 9.9022% - 28/06/2019","LIC Housing Finance Ltd - 8.3% - 15/07/2021","CRISIL AA+","BWR AAA","CRISIL AA","CRISIL AAA","CRISIL AAA","CRISIL AAA","CRISIL A+","CARE AAA","ICRA AA","CRISIL AAA","10.12","8.21","7.56","5.42","5.40","5.33","5.31","5.28","5.15","5.09","7.45","6.05","5.57","3.99","3.97","3.92","3.91","3.88","3.79","3.75",29.41,0,65.29,"N.A",2.4,2.91,"27.03","46.28","14.51","Miscellaneous","Oil & Gas","Chemicals","Engineering","Real Estate","Metals & Mining","6.59","4.22","3.70","2.17","2.14","1.94","0.00","4.09","3.65","0.00","0.00","0.00","0.00","4.09","3.65","0.00","0.00","0.00","Dec-17","2.0","Sep-17","2.0","Jun-17","1.5","Mar-17","1.2","Dec-16","1.3","Sep-16","0.8","Jun-16","0.4","Mar-16","0.8","Dec-15","0.5","Sep-15","0.5","Jun-15","0.3","Mar-15","1.3","Dec-14","0.1","Sep-14","0.1","Jun-14","0.1","Mar-14","0.1","Dec-13","0.1","Sep-13","0.1","Jun-13","0.1","Mar-13","0.0","135.8","Nov-30-2017","MODERATELY HIGH"
"Sundaram Monthly Income Plan - Aggressive Plan (G) ","Sundaram Mutual Fund","MIP Aggressive","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","N.A.","","Feb 23, 2010","0.5","1.7","3.7","9.5","11.7","9.2","9.8","26","38","40","39","38","35","29","2.1","-0.5","3.2","2.8","-2.8","2.9","3.7","0.8","7.9","1.4","2.1","5.2","1.4","3.7","-5.4","3.9","-0.1","2.1","5.0","5.3","11.7","9.8","8.5","21.7","-0.5","19.40 (Jan 09, 18)","17.45 (Mar 10, 17)","HDFC Bank Ltd - 8.85% - 12/05/2022","Dewan Housing Finance Corporation Ltd - 9.25% - 09/09/2023","TMF Holdings Ltd - 24/01/2020","Power Grid Corporation of India Ltd - 9.3% - 04/09/2024","Rural Electrification Corporation Ltd - 9.75% - 11/11/2021","Tata Sons Ltd - 9.3% - 19/06/2024","Bank of India - 11.5% - 22/06/2021","Dewan Housing Finance Corporation Ltd - 11.45% - 12/09/2019","Cholamandalam Investment and Finance Company Ltd - 9.9022% - 28/06/2019","LIC Housing Finance Ltd - 8.3% - 15/07/2021","CRISIL AA+","BWR AAA","CRISIL AA","CRISIL AAA","CRISIL AAA","CRISIL AAA","CRISIL A+","CARE AAA","ICRA AA","CRISIL AAA","10.12","8.21","7.56","5.42","5.40","5.33","5.31","5.28","5.15","5.09","7.45","6.05","5.57","3.99","3.97","3.92","3.91","3.88","3.79","3.75",29.41,0,65.29,"N.A",2.4,2.91,"27.03","46.28","14.51","Miscellaneous","Oil & Gas","Chemicals","Engineering","Real Estate","Metals & Mining","6.59","4.22","3.70","2.17","2.14","1.94","0.00","4.09","3.65","0.00","0.00","0.00","0.00","4.09","3.65","0.00","0.00","0.00","Dec-17","133.6","Sep-17","132.9","Jun-17","131.0","Mar-17","135.0","Dec-16","137.9","Sep-16","115.4","Jun-16","112.1","Mar-16","428.6","Dec-15","102.8","Sep-15","67.0","Jun-15","29.6","Mar-15","16.6","Dec-14","15.5","Sep-14","17.1","Jun-14","19.4","Mar-14","20.3","Dec-13","22.3","Sep-13","22.9","Jun-13","10.2","Mar-13","9.0","135.8","Nov-30-2017","MODERATELY HIGH"
"Sundaram Monthly Income Plan - Conservative Plan - Direct Plan (G) ","Sundaram Mutual Fund","MIP Conservative","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","2.50%","","Jan 01, 2013","0.4","1.0","2.9","6.5","8.7","8.6","-","16","15","11","20","21","9","-","1.6","2.3","2.9","1.6","0.5","1.9","2.1","1.3","2.6","2.5","1.9","3.1","2.7","2.0","-5.4","1.1","1.9","1.9","4.1","1.9","6.9","10.2","9.6","10.7","-0.1","16.86 (Jan 17, 18)","15.81 (Feb 09, 17)","L&T Housing Finance Ltd - 9.79% - 28/06/2019","Aditya Birla Finance Ltd - 9.75% - 04/04/2019","Cholamandalam Investment and Finance Company Ltd - 9.9022% - 28/06/2019","Power Finance Corporation Ltd - 9.69% - 02/03/2019","8.39% Rajasthan State Development Loan 15/03/2019","Power Grid Corporation of India Ltd - 8.4% - 27/05/2019","National Bank for Agricultural & Rural Development - 7.85% - 31/05/2019","IOT Utkal Energy Services Ltd - 9.843% - 20/06/2019","Small Industrial Development Bank of India - 8.04% - 15/03/2019","Tata Sons Ltd - 9.25% - 19/06/2019","ICRA AA+","IND AAA","ICRA AA","CRISIL AAA","Sovereign","CRISIL AAA","CRISIL AAA","CRISIL AAA (SO)","CARE AAA","CRISIL AAA","5.92","5.63","5.15","5.15","5.09","5.09","5.05","4.54","3.04","1.64","11.41","10.85","9.92","9.92","9.82","9.81","9.74","8.76","5.85","3.16",1.32,0,89.64,"N.A",2.08,6.98,"51.92","89.24","0.95","Banking/Finance","Cons NonDurable","Automotive","Technology","Engineering","-","0.39","0.34","0.22","0.19","0.18","-","0.19","0.15","0.12","0.10","0.09","-","0.19","0.15","0.12","0.10","0.09","-","Dec-17","0.4","Sep-17","0.7","Jun-17","0.7","Mar-17","0.7","Dec-16","0.7","Sep-16","0.6","Jun-16","0.7","Mar-16","1.2","Dec-15","0.5","Sep-15","0.1","Jun-15","0.1","Mar-15","0.0","Dec-14","0.0","Sep-14","0.0","Jun-14","0.0","Mar-14","0.0","Dec-13","0.0","Sep-13","0.0","Jun-13","0.0","Mar-13","0.0","51.9","Nov-30-2017","MODERATE"
"Sundaram Monthly Income Plan - Conservative Plan (G) ","Sundaram Mutual Fund","MIP Conservative","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","2.50%","","Feb 23, 2010","0.3","0.9","2.7","6.1","8.2","8.2","6.8","17","18","16","24","24","13","21","1.5","2.2","2.8","1.5","0.5","1.8","2.0","1.2","2.0","2.4","1.8","3.0","2.6","1.9","-5.5","1.0","1.8","1.8","4.0","1.8","6.4","9.7","9.1","9.8","-0.5","16.45 (Jan 17, 18)","15.48 (Feb 09, 17)","L&T Housing Finance Ltd - 9.79% - 28/06/2019","Aditya Birla Finance Ltd - 9.75% - 04/04/2019","Cholamandalam Investment and Finance Company Ltd - 9.9022% - 28/06/2019","Power Finance Corporation Ltd - 9.69% - 02/03/2019","8.39% Rajasthan State Development Loan 15/03/2019","Power Grid Corporation of India Ltd - 8.4% - 27/05/2019","National Bank for Agricultural & Rural Development - 7.85% - 31/05/2019","IOT Utkal Energy Services Ltd - 9.843% - 20/06/2019","Small Industrial Development Bank of India - 8.04% - 15/03/2019","Tata Sons Ltd - 9.25% - 19/06/2019","ICRA AA+","IND AAA","ICRA AA","CRISIL AAA","Sovereign","CRISIL AAA","CRISIL AAA","CRISIL AAA (SO)","CARE AAA","CRISIL AAA","5.92","5.63","5.15","5.15","5.09","5.09","5.05","4.54","3.04","1.64","11.41","10.85","9.92","9.92","9.82","9.81","9.74","8.76","5.85","3.16",1.32,0,89.64,"N.A",2.08,6.98,"51.92","89.24","0.95","Banking/Finance","Cons NonDurable","Automotive","Technology","Engineering","-","0.39","0.34","0.22","0.19","0.18","-","0.19","0.15","0.12","0.10","0.09","-","0.19","0.15","0.12","0.10","0.09","-","Dec-17","51.9","Sep-17","59.6","Jun-17","75.4","Mar-17","79.5","Dec-16","79.1","Sep-16","78.7","Jun-16","76.7","Mar-16","277.0","Dec-15","67.7","Sep-15","63.0","Jun-15","56.2","Mar-15","51.5","Dec-14","51.6","Sep-14","49.2","Jun-14","17.3","Mar-14","6.1","Dec-13","7.5","Sep-13","8.3","Jun-13","8.0","Mar-13","8.5","51.9","Nov-30-2017","MODERATE"
"Sundaram Monthly Income Plan - Moderate Plan - Direct Plan (G) ","Sundaram Mutual Fund","MIP Aggressive","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","","Jan 01, 2013","0.9","3.2","6.1","7.9","7.1","8.2","-","30","14","8","60","89","53","-","1.1","2.5","1.6","0.3","-","2.1","-","2.7","-","-","2.4","0.2","1.8","0.8","-","-","0.6","3.6","2.3","-","6.2","4.6","10.3","6.8","-","21.79 (Sep 08, 16)","20.14 (Sep 10, 15)","Talwandi Sabo Power Ltd - 9.7 - 18/09/2017","Power Finance Corporation Ltd - 8.53 - 24/07/2020","8.39% Rajasthan State Development Loan 15/03/2019","Cholamandalam Investment and Finance Company Ltd - 9.5228 - 15/03/2017","Tata Capital Financial Services Ltd - 8.99 - 23/06/2017","Bank of India - 11.5 - 22/06/2021","Bajaj Finance Ltd - 9.9 - 25/04/2017","Reliance Industries Ltd","Hindustan Unilever Ltd","Mahindra & Mahindra Ltd","CRISIL AA-(SO)","CRISIL AAA","Sovereign","ICRA AA","CRISIL AA+"," CRISIL A+ ","CRISIL AA+","","","","2.99","2.17","2.05","2.02","2.01","1.03","0.81","0.53","0.50","0.50","17.46","12.67","11.97","11.78","11.75","5.99","4.72","3.10","2.95","2.94",17.98,0,78.11,"N.A",0.7,3.22,"65.63","85.33","10.16","Banking/Finance","Oil & Gas","Cons NonDurable","Automotive","Engineering","Technology","4.11","3.10","2.95","2.94","2.65","2.23","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","Sep-16","0.4","Jun-16","0.5","Mar-16","1.2","Dec-15","0.4","Sep-15","0.4","Jun-15","0.4","Mar-15","0.1","Dec-14","0.0","Sep-14","0.0","Jun-14","0.0","Mar-14","0.0","Dec-13","0.2","Sep-13","0.4","Mar-13","155.3","17.1","Aug-31-2016","MODERATE"
"Sundaram Monthly Income Plan - Moderate Plan (G) ","Sundaram Mutual Fund","MIP Aggressive","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","","Dec 30, 2003","0.8","3.0","5.7","7.0","6.1","7.1","6.4","32","23","12","66","91","78","54","0.8","2.3","1.5","1.5","4.8","1.9","-0.2","1.9","1.7","0.7","2.3","-0.1","1.6","0.7","2.6","-","0.4","3.4","2.2","1.9","5.5","3.7","8.8","6.7","11.1","21.11 (Sep 08, 16)","19.68 (Feb 12, 16)","Talwandi Sabo Power Ltd - 9.7 - 18/09/2017","Power Finance Corporation Ltd - 8.53 - 24/07/2020","8.39% Rajasthan State Development Loan 15/03/2019","Cholamandalam Investment and Finance Company Ltd - 9.5228 - 15/03/2017","Tata Capital Financial Services Ltd - 8.99 - 23/06/2017","Bank of India - 11.5 - 22/06/2021","Bajaj Finance Ltd - 9.9 - 25/04/2017","Reliance Industries Ltd","Hindustan Unilever Ltd","Mahindra & Mahindra Ltd","CRISIL AA-(SO)","CRISIL AAA","Sovereign","ICRA AA","CRISIL AA+"," CRISIL A+ ","CRISIL AA+","","","","2.99","2.17","2.05","2.02","2.01","1.03","0.81","0.53","0.50","0.50","17.46","12.67","11.97","11.78","11.75","5.99","4.72","3.10","2.95","2.94",17.98,0,78.11,"N.A",0.7,3.22,"65.63","85.33","10.16","Banking/Finance","Oil & Gas","Cons NonDurable","Automotive","Engineering","Technology","4.11","3.10","2.95","2.94","2.65","2.23","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-","-","-","-","-","-","-","-","-","-","Sep-16","14.5","Jun-16","22.2","Mar-16","102.5","Dec-15","24.3","Sep-15","24.3","Jun-15","24.6","Mar-15","25.7","Dec-14","27.4","Sep-14","28.6","Jun-14","40.3","Mar-14","175.7","Dec-13","180.8","Sep-13","177.0","Jun-13","24.0","Mar-13","456.0","17.1","Aug-31-2016","MODERATE"
"Sundaram PSU Opportunities Fund - Direct Plan (G) ","Sundaram Mutual Fund","Diversified Equity","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","N.A.","","Jan 01, 2013","7.5","16.9","18.9","-0.7","3.9","13.8","-","5","3","11","227","228","88","-","-10.9","-4.6","7.6","-12.9","-","15.2","-0.2","33.1","-3.8","-","3.3","-8.1","-4.1","-11.8","-","-","5.1","9.0","7.5","-","7.2","-6.0","49.3","-19.2","-","12.58 (Aug 04, 15)","9.36 (Feb 25, 16)","Coal India","IOC","SBI","NTPC","Ujjivan Financi","ONGC","HPCL","Power Grid Corp","Indian Bank","IGL","Metals & Mining","Oil & Gas","Banking/Finance","Utilities","Banking/Finance","Oil & Gas","Oil & Gas","Utilities","Banking/Finance","Oil & Gas","0.10","0.10","0.09","0.08","0.07","0.06","0.06","0.05","0.04","0.04","8.08","7.94","7.71","6.57","5.83","5.19","4.78","4.50","3.39","3.01",93.92,0,0.02,"N.A",0,6.05,"36.13","57.00","69.78","Oil & Gas","Banking/Finance","Utilities","Metals & Mining","Manufacturing","Miscellaneous","31.98","24.83","12.97","8.08","4.26","3.34","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-","-","-","-","-","-","-","-","-","-","Sep-16","0.3","Jun-16","1.2","Mar-16","1.9","Dec-15","1.3","Sep-15","1.3","Jun-15","1.4","Mar-15","1.0","Dec-14","1.0","Sep-14","0.9","Jun-14","0.4","Mar-14","0.2","Dec-13","0.2","Sep-13","0.2","Jun-13","0.1","Mar-13","0.1","1.2","Jun-30-2016","HIGH"
"Sundaram PSU Opportunities Fund (G) ","Sundaram Mutual Fund","Diversified Equity","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","N.A.","","Dec 24, 2009","7.5","16.9","18.8","-1.0","3.4","13.2","1.4","6","4","13","229","229","102","141","-10.9","-4.7","7.3","-10.7","15.2","15.1","-0.3","32.7","-3.8","-4.1","3.3","-8.2","-4.3","-11.8","1.3","-","4.9","8.8","7.5","-0.2","7.1","-6.4","48.1","-17.3","14.2","12.42 (Aug 04, 15)","9.22 (Feb 25, 16)","Coal India","IOC","SBI","NTPC","ONGC","Ujjivan Financi","HPCL","Power Grid Corp","IGL","GAIL","Metals & Mining","Oil & Gas","Banking/Finance","Utilities","Oil & Gas","Banking/Finance","Oil & Gas","Utilities","Oil & Gas","Oil & Gas","6.27","6.24","6.02","5.01","4.22","3.86","3.63","3.45","2.23","2.22","8.06","8.03","7.74","6.45","5.42","4.97","4.66","4.44","2.87","2.86",91.9,0,0,"N.A",0,8.1,"35.70","55.50","67.55","Oil & Gas","Banking/Finance","Utilities","Metals & Mining","Manufacturing","Miscellaneous","32.28","22.47","12.80","8.06","4.41","3.40","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-","-","-","-","-","-","-","-","-","-","Sep-16","16.0","Jun-16","76.3","Mar-16","116.0","Dec-15","93.7","Sep-15","103.4","Jun-15","114.8","Mar-15","129.9","Dec-14","145.6","Sep-14","147.8","Jun-14","135.3","Mar-14","114.6","Dec-13","118.9","Sep-13","121.1","Jun-13","150.4","Mar-13","173.9","77.7","May-31-2016","HIGH"
"Sundaram Rural India Fund - Direct Plan (G) ","Sundaram Mutual Fund","Diversified Equity","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","BSE 500","Jan 01, 2013","2.1","6.2","10.5","31.8","35.1","19.9","21.3","119","130","147","93","12","11","30","13.7","-2.1","0.2","5.1","-13.8","6.3","18.2","1.3","19.9","0.5","1.1","9.5","-1.4","7.4","-6.2","10.6","-7.2","-1.3","8.5","14.3","38.4","21.7","0.5","47.7","-3.4","46.64 (Jan 11, 18)","34.49 (Jan 20, 17)","HUL","M&M","ITC","SBI","NCC","Tata Global Bev","Tata Chemicals","Britannia","Maruti Suzuki","Heritage Foods","Cons NonDurable","Automotive","Tobacco","Banking/Finance","Cement","Food & Beverage","Chemicals","Food & Beverage","Automotive","Food & Beverage","99.89","98.46","64.01","57.66","49.22","48.81","48.33","48.16","47.30","47.09","5.00","4.93","3.20","2.88","2.46","2.44","2.42","2.41","2.37","2.36",90.86,0,0,"N.A",8.47,0.66,"18.47","30.47","46.35","Chemicals","Food & Beverage","Cons NonDurable","Automotive","Cement","Banking/Finance","19.05","13.97","13.33","10.09","8.27","6.18","20.83","13.16","10.23","8.07","4.54","10.87","20.83","13.16","10.23","8.07","4.54","10.87","Dec-17","136.1","Sep-17","108.4","Jun-17","89.2","Mar-17","62.8","Dec-16","50.3","Sep-16","30.5","Jun-16","15.3","Mar-16","114.1","Dec-15","39.6","Sep-15","0.9","Jun-15","0.7","Mar-15","0.3","Dec-14","0.2","Sep-14","0.2","Jun-14","0.1","Mar-14","0.1","Dec-13","0.1","Sep-13","0.1","Jun-13","0.1","Mar-13","0.0","1,998.9","Nov-30-2017","MODERATELY HIGH"
"Sundaram Rural India Fund - Institutional Plan (G) ","Sundaram Mutual Fund","Diversified Equity","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","BSE 500","Mar 20, 2006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.00 ()","0.00 ()","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,"N.A",0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.0",NA,NA
"Sundaram Rural India Fund (G) ","Sundaram Mutual Fund","Diversified Equity","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","BSE 500","Apr 19, 2006","2.0","6.0","10.1","30.7","34.0","19.1","21.0","126","139","156","106","16","14","37","13.5","-2.1","-","4.9","-12.2","6.1","17.9","1.2","19.6","0.4","0.9","9.3","-1.5","7.3","-6.3","10.4","-7.4","-1.4","8.3","14.2","37.3","20.8","0.2","46.6","-1.8","45.32 (Jan 11, 18)","33.77 (Jan 20, 17)","HUL","M&M","ITC","SBI","NCC","Tata Global Bev","Tata Chemicals","Britannia","Maruti Suzuki","Heritage Foods","Cons NonDurable","Automotive","Tobacco","Banking/Finance","Cement","Food & Beverage","Chemicals","Food & Beverage","Automotive","Food & Beverage","99.89","98.46","64.01","57.66","49.22","48.81","48.33","48.16","47.30","47.09","5.00","4.93","3.20","2.88","2.46","2.44","2.42","2.41","2.37","2.36",90.86,0,0,"N.A",8.47,0.66,"18.47","30.47","46.35","Chemicals","Food & Beverage","Cons NonDurable","Automotive","Cement","Banking/Finance","19.05","13.97","13.33","10.09","8.27","6.18","20.83","13.16","10.23","8.07","4.54","10.87","20.83","13.16","10.23","8.07","4.54","10.87","Dec-17","1,797.3","Sep-17","1,425.0","Jun-17","1,044.1","Mar-17","679.9","Dec-16","482.8","Sep-16","303.9","Jun-16","141.2","Mar-16","423.1","Dec-15","178.3","Sep-15","122.6","Jun-15","122.3","Mar-15","129.3","Dec-14","127.2","Sep-14","124.4","Jun-14","118.1","Mar-14","114.5","Dec-13","118.3","Sep-13","119.3","Jun-13","134.1","Mar-13","148.0","1,998.9","Nov-30-2017","MODERATELY HIGH"
"Sundaram S.M.I.L.E Fund - Direct Plan (G) ","Sundaram Mutual Fund","Small & Mid Cap","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","CNX Midcap","Jan 01, 2013","3.9","13.4","14.7","46.3","34.0","17.7","27.2","29","33","66","23","51","46","19","18.7","-13.4","3.8","6.2","-19.8","8.2","14.0","-5.5","48.3","-5.8","-1.5","5.8","-0.4","12.5","-3.3","19.1","-8.7","5.8","18.4","22.1","54.1","-0.9","7.1","110.0","-6.8","119.12 (Jan 15, 18)","77.86 (Jan 17, 17)","Rane Holdings","V-Guard Ind","Navin Fluorine","J. K. Cement","Heritage Foods","HSIL","PNC Infratech","Ashoka Buildcon","Praj Industries","ITD Cementation","Automotive","Miscellaneous","Chemicals","Cement","Food & Beverage","Cement","Real Estate","Cement","Engineering","Cement","66.46","49.51","49.50","47.48","47.09","46.18","41.79","41.39","40.72","40.59","4.80","3.58","3.58","3.43","3.40","3.34","3.02","2.99","2.94","2.93",98.59,0,0,"N.A",1.62,-0.23,"18.79","34.01","47.89","Cement","Engineering","Miscellaneous","Banking/Finance","Food & Beverage","Chemicals","22.78","16.87","8.24","6.86","6.01","5.85","22.07","17.53","10.37","5.23","5.48","6.93","22.07","17.53","10.37","5.23","5.48","6.93","Dec-17","94.5","Sep-17","90.3","Jun-17","77.5","Mar-17","59.4","Dec-16","50.1","Sep-16","52.8","Jun-16","52.6","Mar-16","91.0","Dec-15","54.9","Sep-15","52.4","Jun-15","48.4","Mar-15","38.0","Dec-14","21.0","Sep-14","11.6","Jun-14","3.5","Mar-14","1.9","Dec-13","1.7","Sep-13","1.4","Jun-13","1.1","Mar-13","0.6","1,383.6","Nov-30-2017","MODERATELY HIGH"
"Sundaram S.M.I.L.E Fund - Institutional Plan (G) ","Sundaram Mutual Fund","Small & Mid Cap","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","CNX Midcap","May 20, 2009","3.9","13.4","14.7","46.3","34.0","17.7","27.7","29","33","66","23","51","46","17","18.7","-13.4","3.8","6.0","-19.0","8.2","13.9","-5.5","48.3","-5.4","-1.5","5.8","-0.3","12.6","-3.4","19.1","-8.7","5.8","18.4","22.0","54.1","-0.8","7.1","109.5","-5.6","121.63 (Jan 15, 18)","79.50 (Jan 17, 17)","Rane Holdings","V-Guard Ind","Navin Fluorine","J. K. Cement","Heritage Foods","HSIL","PNC Infratech","Ashoka Buildcon","Praj Industries","ITD Cementation","Automotive","Miscellaneous","Chemicals","Cement","Food & Beverage","Cement","Real Estate","Cement","Engineering","Cement","66.46","49.51","49.50","47.48","47.09","46.18","41.79","41.39","40.72","40.59","4.80","3.58","3.58","3.43","3.40","3.34","3.02","2.99","2.94","2.93",98.59,0,0,"N.A",1.62,-0.23,"18.79","34.01","47.89","Cement","Engineering","Miscellaneous","Banking/Finance","Food & Beverage","Chemicals","22.78","16.87","8.24","6.86","6.01","5.85","22.07","17.53","10.37","5.23","5.48","6.93","22.07","17.53","10.37","5.23","5.48","6.93","Dec-17","0.0","Sep-17","0.0","Jun-17","0.0","Mar-17","0.0","Dec-16","0.0","Sep-16","0.0","Jun-16","0.0","Mar-16","0.0","Dec-15","0.0","Sep-15","0.0","Jun-15","0.0","Mar-15","0.0","Dec-14","0.0","Sep-14","0.0","Jun-14","0.0","Mar-14","0.0","Dec-13","0.0","Sep-13","0.0","Jun-13","0.0","Mar-13","4.3","1,383.6","Nov-30-2017","MODERATELY HIGH"
